months_as_customer,age,insured_sex,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_state,incident_city,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
66,26,MALE,IL,1000,988.29,0,College,armed-forces,skydiving,0,0,2015-02-02,NY,Northbend,?,2,2,YES,57860,0,10520,47340,Y
334,47,MALE,IL,500,1238.89,0,Masters,protective-serv,sleeping,0,0,2015-01-31,WV,Northbend,?,0,3,NO,6240,960,960,4320,N
216,38,FEMALE,IN,1000,1384.64,5000000,Associate,tech-support,board-games,0,0,2015-01-09,VA,Columbus,?,2,3,NO,66600,16650,11100,38850,Y
86,28,MALE,IN,2000,1595.07,0,PhD,transport-moving,hiking,75800,0,2015-02-23,VA,Hillsdale,YES,0,2,YES,70920,11820,11820,47280,N
429,56,MALE,OH,1000,1127.89,6000000,Associate,machine-op-inspct,skydiving,67400,-43800,2015-01-28,WV,Springfield,YES,2,0,YES,39480,6580,6580,26320,N
257,43,FEMALE,IN,2000,929.7,6000000,PhD,handlers-cleaners,base-jumping,46400,-74300,2015-01-14,VA,Arlington,?,2,2,YES,63240,10540,5270,47430,N
15,34,MALE,IL,1000,1829.63,0,JD,tech-support,cross-fit,56700,0,2015-02-03,SC,Arlington,YES,1,0,?,67650,12300,6150,49200,N
230,39,FEMALE,IL,1000,904.7,7000000,MD,craft-repair,bungie-jumping,68600,-22300,2015-02-17,SC,Riverwood,?,1,3,NO,74200,14840,14840,44520,Y
250,43,FEMALE,OH,1000,1243.84,0,JD,tech-support,polo,47900,-73400,2015-01-30,VA,Columbus,YES,1,3,NO,64900,12980,12980,38940,N
270,44,FEMALE,IL,2000,1030.95,0,Associate,machine-op-inspct,paintball,47200,0,2015-02-03,NC,Northbend,?,1,0,NO,35900,7180,3590,25130,Y
65,26,FEMALE,IN,500,1285.03,3000000,High School,craft-repair,camping,0,-41500,2015-02-03,VA,Riverwood,NO,1,3,?,52200,5220,10440,36540,N
475,57,MALE,OH,500,1216.56,0,Masters,adm-clerical,skydiving,67400,-83200,2015-01-31,SC,Hillsdale,?,0,2,NO,78000,6500,13000,58500,N
77,27,FEMALE,IN,2000,966.26,0,High School,adm-clerical,base-jumping,56400,-32800,2015-02-06,NY,Springfield,YES,0,0,?,67200,6720,6720,53760,N
256,43,FEMALE,OH,500,1203.17,0,MD,prof-specialty,golf,56700,-65600,2015-02-06,WV,Hillsdale,NO,0,0,?,63250,11500,5750,46000,N
229,37,FEMALE,IL,2000,1212.12,0,MD,craft-repair,paintball,65600,0,2015-01-29,WV,Columbus,YES,1,1,YES,68760,11460,5730,51570,N
110,28,MALE,OH,1000,1573.93,0,College,other-service,movies,30400,0,2015-01-07,NY,Springfield,YES,0,2,?,65040,10840,10840,43360,N
177,33,MALE,IL,1000,1609.67,0,College,adm-clerical,yachting,0,-13200,2015-01-20,SC,Springfield,?,1,3,?,82800,20700,13800,48300,Y
292,44,MALE,OH,500,1097.57,0,PhD,priv-house-serv,basketball,0,0,2015-02-28,SC,Columbus,NO,1,0,YES,61700,6170,6170,49360,N
451,61,FEMALE,IN,2000,1618.65,2000000,Associate,transport-moving,polo,0,-42600,2015-02-04,OH,Columbus,YES,2,1,YES,78100,15620,7810,54670,Y
61,24,FEMALE,IN,500,922.67,0,College,priv-house-serv,paintball,47400,0,2015-01-12,SC,Northbend,YES,2,1,?,65520,9360,9360,46800,Y
150,30,MALE,IN,1000,1342.02,0,MD,prof-specialty,polo,0,0,2015-02-28,VA,Arlington,YES,0,2,NO,4500,450,450,3600,N
283,41,FEMALE,OH,500,1195.01,0,Associate,sales,reading,60700,-54300,2015-01-08,WV,Northbend,NO,0,2,?,42700,0,6100,36600,Y
291,46,FEMALE,OH,1000,994.74,0,High School,adm-clerical,polo,0,-55300,2015-01-25,SC,Hillsdale,NO,2,2,YES,5580,620,620,4340,Y
162,31,FEMALE,IN,1000,1050.24,0,Masters,adm-clerical,chess,30700,0,2015-02-26,NC,Arlington,?,0,0,NO,3600,360,720,2520,Y
154,36,FEMALE,IL,2000,1313.51,7000000,Masters,exec-managerial,dancing,68500,0,2015-02-03,SC,Northbrook,?,2,0,?,2800,280,280,2240,N
289,47,FEMALE,OH,2000,1102.29,0,Associate,adm-clerical,hiking,73000,-37900,2015-01-31,VA,Northbend,NO,1,0,YES,54000,6000,6000,42000,N
10,19,FEMALE,IN,1000,1185.78,0,JD,craft-repair,yachting,0,-60700,2015-02-01,NC,Northbend,?,0,2,?,48950,4450,8900,35600,Y
309,47,MALE,IL,500,1527.95,0,PhD,exec-managerial,hiking,69400,0,2015-02-21,WV,Northbend,YES,0,1,?,77800,15560,15560,46680,N
396,57,MALE,IN,1000,1366.39,0,High School,protective-serv,exercise,0,-22400,2015-01-30,NC,Columbus,YES,2,1,NO,52560,11680,5840,35040,N
273,41,FEMALE,OH,1000,1403.9,0,PhD,farming-fishing,dancing,0,0,2015-01-31,VA,Riverwood,?,1,2,YES,44110,4010,8020,32080,N
129,30,FEMALE,IL,2000,927.23,0,PhD,sales,video-games,51500,0,2015-01-13,SC,Hillsdale,NO,1,3,?,74360,13520,6760,54080,N
140,31,FEMALE,OH,2000,1554.86,6000000,JD,armed-forces,base-jumping,59000,0,2015-02-16,WV,Arlington,YES,1,2,?,6120,680,680,4760,Y
419,53,MALE,IL,2000,736.07,6000000,College,transport-moving,chess,45700,0,2015-02-04,SC,Northbend,?,0,0,YES,62280,5190,10380,46710,N
315,44,FEMALE,IL,1000,974.16,6000000,Masters,sales,reading,0,-56800,2015-02-07,NY,Springfield,?,1,0,YES,26730,4860,4860,17010,N
72,29,FEMALE,OH,500,973.8,0,Associate,craft-repair,exercise,0,-85900,2015-01-16,WV,Arlington,?,1,0,NO,66200,6620,6620,52960,N
32,26,MALE,OH,2000,1260.32,6000000,JD,other-service,polo,0,-79800,2015-02-28,VA,Northbrook,?,1,2,?,45500,9100,4550,31850,N
230,41,MALE,IN,1000,1464.03,0,JD,transport-moving,sleeping,0,0,2015-02-08,NY,Springfield,?,2,0,?,53040,4420,4420,44200,N
157,32,MALE,OH,2000,617.11,0,College,other-service,reading,0,-54100,2015-01-02,VA,Columbus,?,1,2,NO,50800,10160,5080,35560,Y
265,41,FEMALE,IN,2000,1724.46,6000000,Associate,craft-repair,sleeping,81800,0,2015-01-13,SC,Northbend,?,1,3,?,44200,4420,4420,35360,N
47,34,FEMALE,IL,500,1161.31,0,PhD,exec-managerial,base-jumping,64800,-24300,2015-01-07,SC,Springfield,YES,1,3,?,62920,11440,5720,45760,N
113,29,MALE,OH,2000,1091.73,0,PhD,exec-managerial,golf,36100,-42300,2015-01-05,NY,Springfield,?,0,2,YES,49950,5550,5550,38850,Y
289,46,MALE,IL,2000,1209.07,0,JD,armed-forces,chess,0,0,2015-02-28,NC,Arlington,YES,0,1,YES,56430,6270,6270,43890,Y
254,41,FEMALE,IL,2000,1241.04,0,Masters,protective-serv,board-games,0,0,2015-01-04,NY,Riverwood,NO,2,2,YES,100210,18220,18220,63770,N
115,30,MALE,OH,500,1757.21,0,High School,prof-specialty,base-jumping,46400,0,2015-02-02,NY,Northbend,NO,1,0,YES,49140,5460,5460,38220,N
236,38,FEMALE,OH,1000,802.24,0,College,other-service,paintball,0,-62500,2015-02-23,WV,Northbrook,NO,0,1,?,66840,16710,5570,44560,N
7,21,MALE,IN,1000,1342.72,0,Associate,machine-op-inspct,camping,0,-45300,2015-02-10,NY,Hillsdale,?,1,2,?,62460,6940,6940,48580,N
208,36,MALE,OH,2000,1209.41,5000000,JD,machine-op-inspct,base-jumping,0,0,2015-02-16,NY,Columbus,YES,0,1,?,62810,11420,11420,39970,N
126,33,FEMALE,OH,1000,1141.71,2000000,JD,priv-house-serv,sleeping,36700,-73400,2015-01-04,WV,Northbrook,YES,1,2,?,54160,6770,6770,40620,N
48,35,FEMALE,IL,500,1090.03,0,JD,exec-managerial,golf,0,-51000,2015-01-30,WV,Arlington,YES,0,2,NO,48400,9680,4840,33880,N
297,48,MALE,IN,1000,1464.73,3000000,PhD,exec-managerial,golf,54900,-36700,2015-01-25,NY,Arlington,?,0,0,NO,51480,5720,5720,40040,N
160,36,FEMALE,OH,1000,1118.58,0,High School,prof-specialty,board-games,0,-36600,2015-01-22,NY,Columbus,NO,2,1,NO,51700,5170,10340,36190,N
406,58,MALE,OH,2000,1117.04,0,MD,exec-managerial,video-games,0,-42700,2015-01-01,WV,Northbend,?,1,2,?,65520,10920,5460,49140,N
157,31,MALE,IN,500,1257.83,7000000,High School,farming-fishing,reading,40700,-41600,2015-02-14,OH,Arlington,NO,2,2,NO,47700,4770,9540,33390,Y
146,31,FEMALE,OH,2000,1082.72,0,PhD,machine-op-inspct,video-games,61400,-57500,2015-01-15,SC,Northbend,YES,2,0,NO,5220,580,580,4060,N
409,57,MALE,IN,1000,1191.8,6000000,High School,protective-serv,exercise,55600,0,2015-01-06,NY,Riverwood,NO,1,0,?,73320,6110,12220,54990,N
252,46,MALE,IN,1000,1242.02,0,Masters,adm-clerical,dancing,0,-28800,2015-02-08,VA,Hillsdale,YES,0,2,YES,74900,14980,7490,52430,N
6,27,FEMALE,OH,500,1075.71,0,High School,prof-specialty,dancing,0,-47400,2015-02-17,WV,Columbus,?,0,1,YES,3190,580,290,2320,N
103,33,MALE,IN,1000,969.88,6000000,MD,armed-forces,exercise,0,0,2015-01-21,NY,Columbus,NO,1,0,YES,76920,12820,6410,57690,N
369,53,FEMALE,OH,2000,1459.93,0,Masters,priv-house-serv,video-games,0,0,2015-02-09,WV,Springfield,YES,1,3,NO,77990,7090,14180,56720,N
261,46,MALE,IL,1000,1245.61,0,MD,transport-moving,base-jumping,0,0,2015-02-12,NY,Columbus,YES,1,0,?,59670,9180,9180,41310,N
159,33,FEMALE,IN,2000,1462.76,0,College,craft-repair,skydiving,69200,-36900,2015-02-24,NY,Columbus,YES,2,0,NO,44880,8160,4080,32640,Y
344,51,MALE,IN,2000,1398.46,0,Associate,sales,skydiving,0,0,2015-02-02,NC,Northbend,?,0,2,NO,82830,7530,15060,60240,N
437,60,FEMALE,OH,1000,1269.64,0,College,armed-forces,cross-fit,48800,0,2015-02-14,SC,Riverwood,NO,1,3,NO,84480,7680,15360,61440,Y
65,30,FEMALE,IN,500,1455.65,4000000,College,transport-moving,skydiving,0,-66300,2015-02-15,WV,Hillsdale,?,2,3,NO,79800,15960,7980,55860,N
280,41,MALE,OH,2000,1140.31,0,MD,adm-clerical,exercise,29300,-64700,2015-02-28,WV,Arlington,?,0,3,YES,53020,9640,9640,33740,N
269,45,FEMALE,IN,500,1330.46,0,High School,machine-op-inspct,sleeping,54800,-64100,2015-01-18,VA,Hillsdale,?,0,0,NO,24200,2200,4400,17600,N
275,40,MALE,OH,2000,1190.6,0,Masters,exec-managerial,camping,0,-45300,2015-01-06,OH,Riverwood,?,1,3,YES,43230,7860,7860,27510,N
265,45,FEMALE,OH,500,972.5,0,College,exec-managerial,cross-fit,0,0,2015-01-19,NC,Springfield,NO,2,3,NO,3190,290,580,2320,N
283,43,FEMALE,IN,2000,1161.91,0,Associate,adm-clerical,polo,0,-50400,2015-01-17,WV,Northbrook,?,0,3,NO,5850,1300,650,3900,N
84,29,FEMALE,OH,1000,1117.17,0,High School,machine-op-inspct,video-games,0,-29900,2015-02-12,SC,Arlington,YES,2,0,YES,6820,620,1240,4960,N
247,44,FEMALE,OH,2000,1101.51,0,College,farming-fishing,camping,64000,0,2015-02-11,NY,Riverwood,NO,2,2,NO,69480,11580,11580,46320,N
56,29,MALE,IL,1000,1523.17,0,Masters,prof-specialty,movies,0,0,2015-02-21,PA,Northbend,?,1,2,YES,94560,7880,15760,70920,N
210,39,MALE,OH,1000,984.45,0,Associate,armed-forces,paintball,0,0,2015-01-02,NC,Riverwood,YES,1,2,?,7800,780,780,6240,N
108,32,FEMALE,OH,2000,1257,4000000,High School,machine-op-inspct,basketball,63900,-43700,2015-01-11,WV,Northbrook,NO,1,3,NO,61270,5570,11140,44560,N
328,49,FEMALE,OH,500,1434.51,0,Masters,transport-moving,bungie-jumping,0,0,2015-02-23,NY,Riverwood,?,0,2,YES,71440,8930,8930,53580,N
186,37,FEMALE,OH,2000,1628,0,JD,priv-house-serv,exercise,0,0,2015-01-28,NY,Hillsdale,YES,1,2,YES,55600,11120,5560,38920,N
277,44,MALE,IN,500,1412.31,0,High School,priv-house-serv,board-games,0,0,2015-02-01,NC,Riverwood,NO,1,3,NO,5000,1000,500,3500,N
138,33,FEMALE,IL,500,1362.87,5000000,JD,exec-managerial,paintball,56900,-56900,2015-02-24,NY,Springfield,NO,2,0,?,95810,14740,14740,66330,N
208,41,FEMALE,IN,1000,1134.68,0,College,tech-support,chess,0,0,2015-01-20,SC,Northbend,NO,2,2,?,69300,6930,13860,48510,N
147,37,MALE,IN,1000,1306.78,0,MD,prof-specialty,video-games,0,0,2015-01-14,SC,Northbend,?,1,0,NO,81120,13520,20280,47320,N
8,21,MALE,IN,500,1021.9,0,High School,handlers-cleaners,hiking,0,0,2015-02-05,WV,Columbus,?,0,0,?,91260,14040,14040,63180,N
297,48,FEMALE,IN,1000,1538.6,0,MD,other-service,kayaking,0,-54700,2015-01-11,SC,Northbend,?,0,0,?,60600,6060,12120,42420,N
150,31,MALE,IN,1000,1354.5,0,Masters,machine-op-inspct,base-jumping,52800,0,2015-01-02,NY,Arlington,?,0,3,YES,64800,6480,12960,45360,Y
4,34,FEMALE,OH,500,1282.93,0,College,exec-managerial,basketball,0,0,2015-02-12,WV,Northbrook,?,0,0,?,66880,6080,12160,48640,Y
210,35,MALE,IL,1000,1346.27,0,Masters,farming-fishing,cross-fit,44900,-91400,2015-01-03,WV,Arlington,NO,0,2,?,58200,5820,5820,46560,N
91,31,FEMALE,IN,1000,1338.4,4000000,High School,priv-house-serv,polo,63600,0,2015-02-25,NC,Hillsdale,?,1,0,NO,60570,6730,6730,47110,N
167,36,FEMALE,IL,1000,949.44,0,Masters,exec-managerial,camping,0,-38400,2015-01-19,NC,Springfield,?,0,0,NO,69680,8710,8710,52260,Y
467,58,MALE,IN,2000,977.4,0,Masters,transport-moving,bungie-jumping,82200,0,2015-01-03,NY,Columbus,YES,2,3,NO,55700,5570,11140,38990,N
264,47,FEMALE,IN,2000,1181.46,10000000,JD,transport-moving,sleeping,0,-67400,2015-02-12,OH,Arlington,YES,1,2,YES,62370,5670,5670,51030,N
270,45,FEMALE,OH,500,1187.53,0,PhD,priv-house-serv,yachting,83200,-53300,2015-02-24,VA,Columbus,?,0,0,YES,54340,9880,0,44460,N
310,48,FEMALE,OH,1000,845.16,0,Masters,priv-house-serv,base-jumping,0,0,2015-02-25,NC,Northbend,YES,1,0,NO,55170,6130,6130,42910,Y
143,34,MALE,IL,500,1442.27,0,College,priv-house-serv,exercise,67900,0,2015-02-17,NY,Columbus,?,2,3,YES,58500,11700,5850,40950,N
146,32,MALE,OH,2000,1276.43,0,Associate,priv-house-serv,skydiving,0,0,2015-02-09,NC,Riverwood,?,0,3,?,59940,6660,6660,46620,N
102,28,MALE,OH,500,1075.41,0,MD,machine-op-inspct,reading,55200,0,2015-02-15,PA,Northbend,NO,1,0,NO,73400,7340,7340,58720,N
61,23,MALE,IL,500,1111.72,0,JD,exec-managerial,bungie-jumping,54600,0,2015-02-25,PA,Riverwood,?,1,2,?,41850,4650,4650,32550,N
255,44,FEMALE,OH,2000,814.96,6000000,PhD,priv-house-serv,chess,68500,0,2015-02-05,NC,Hillsdale,?,2,2,NO,6400,640,1280,4480,Y
211,40,FEMALE,IL,1000,1575.86,0,PhD,other-service,sleeping,0,0,2015-01-12,WV,Northbrook,NO,1,1,NO,3190,580,290,2320,N
61,29,MALE,IN,1000,1115.27,0,JD,handlers-cleaners,polo,0,-66000,2015-01-01,VA,Hillsdale,YES,2,1,YES,5900,590,590,4720,N
108,31,MALE,IN,2000,1175.7,0,Masters,protective-serv,yachting,0,0,2015-02-19,NY,Columbus,NO,0,2,NO,57330,6370,6370,44590,N
303,50,MALE,OH,500,793.15,0,MD,tech-support,board-games,54600,-45500,2015-01-14,WV,Hillsdale,NO,0,3,NO,81960,13660,13660,54640,N
152,33,FEMALE,IN,500,942.51,0,PhD,transport-moving,exercise,0,0,2015-01-30,SC,Hillsdale,YES,0,0,?,70400,6400,19200,44800,Y
120,34,FEMALE,IN,1000,1056.71,0,JD,protective-serv,paintball,77900,0,2015-01-20,VA,Columbus,NO,2,1,?,3770,580,580,2610,N
144,36,FEMALE,IN,2000,1255.68,6000000,Associate,sales,reading,23600,-15600,2015-02-18,NC,Arlington,NO,0,0,?,7400,740,1480,5180,N
414,52,FEMALE,IN,500,1335.13,0,High School,farming-fishing,chess,44000,-71000,2015-01-07,SC,Northbend,YES,1,1,?,54810,6090,6090,42630,Y
163,37,FEMALE,IN,500,1178.95,6000000,JD,priv-house-serv,dancing,0,-67300,2015-01-16,NY,Springfield,YES,2,3,YES,49400,4940,9880,34580,N
352,53,MALE,IL,500,1793.16,0,Associate,tech-support,exercise,0,0,2015-01-15,NC,Riverwood,YES,2,2,NO,68750,12500,6250,50000,N
27,32,FEMALE,OH,500,1008.38,0,PhD,adm-clerical,yachting,37900,0,2015-02-01,SC,Arlington,NO,1,0,?,61500,12300,6150,43050,N
239,39,FEMALE,IL,500,1396.83,0,Masters,other-service,reading,0,0,2015-01-06,WV,Northbend,?,0,3,NO,76890,6990,13980,55920,N
33,32,FEMALE,OH,500,1402.78,5000000,PhD,other-service,base-jumping,70300,-50300,2015-02-02,NY,Northbrook,YES,0,1,?,56070,6230,12460,37380,N
88,30,FEMALE,IN,1000,1437.88,0,College,transport-moving,reading,42800,-51200,2015-02-25,SC,Northbrook,NO,2,0,YES,56000,14000,0,42000,N
101,33,FEMALE,IL,1000,1313.64,0,College,priv-house-serv,board-games,12100,0,2015-02-10,NY,Hillsdale,YES,1,0,NO,4290,780,390,3120,N
20,37,FEMALE,IL,500,1482.14,0,Associate,transport-moving,reading,33000,-43600,2015-02-22,NY,Arlington,?,2,1,NO,60750,6750,6750,47250,N
126,30,FEMALE,IL,2000,1171.75,0,Associate,machine-op-inspct,board-games,46500,-42700,2015-01-31,NY,Northbend,?,2,3,NO,48730,4430,4430,39870,N
264,43,MALE,IL,2000,1353.33,0,Associate,adm-clerical,video-games,0,-8500,2015-02-12,WV,Springfield,YES,2,0,NO,95150,17300,17300,60550,N
78,24,MALE,IN,500,1175.51,0,Masters,craft-repair,yachting,0,0,2015-01-06,NY,Columbus,?,0,1,YES,7480,680,680,6120,N
123,28,MALE,IL,2000,1836.02,0,Masters,transport-moving,movies,38000,-41200,2015-01-01,NC,Riverwood,?,2,1,YES,79800,13300,6650,59850,Y
347,51,FEMALE,OH,500,1480.79,9000000,MD,priv-house-serv,board-games,0,-12100,2015-01-07,NC,Hillsdale,YES,0,2,?,103560,8630,17260,77670,N
163,38,FEMALE,IN,2000,1453.92,0,PhD,other-service,yachting,51700,0,2015-02-21,NY,Hillsdale,YES,2,3,?,79500,15900,7950,55650,N
271,44,FEMALE,OH,500,1340.71,0,High School,tech-support,base-jumping,0,0,2015-02-14,SC,Riverwood,NO,2,2,NO,76230,6930,13860,55440,Y
410,54,MALE,IL,2000,714.03,0,MD,protective-serv,board-games,0,-17000,2015-02-16,WV,Northbend,YES,0,2,NO,59520,9920,9920,39680,N
448,57,FEMALE,IL,2000,1376.16,0,PhD,tech-support,hiking,38600,-50300,2015-02-04,SC,Arlington,NO,2,1,?,47760,5970,5970,35820,Y
218,41,MALE,IL,500,914.22,0,JD,prof-specialty,golf,37900,-72900,2015-01-22,NY,Springfield,NO,2,0,NO,84590,15380,7690,61520,N
43,38,MALE,OH,1000,1601.47,0,PhD,handlers-cleaners,skydiving,64400,0,2015-02-15,SC,Columbus,YES,2,2,?,61650,6850,6850,47950,N
33,33,FEMALE,IL,1000,1096.79,6000000,Associate,handlers-cleaners,dancing,45500,-60600,2015-01-07,VA,Springfield,?,2,1,?,81400,8140,8140,65120,N
126,34,FEMALE,IN,2000,1078.22,0,Masters,transport-moving,camping,54500,0,2015-02-23,SC,Northbend,NO,0,1,YES,58410,10620,5310,42480,N
411,56,FEMALE,IL,1000,1595.28,0,College,protective-serv,exercise,0,0,2015-01-06,VA,Springfield,?,0,0,?,38610,3510,3510,31590,N
225,37,FEMALE,OH,1000,1217.84,5000000,High School,farming-fishing,yachting,49600,0,2015-02-07,WV,Northbrook,?,2,2,NO,57600,9600,9600,38400,N
35,35,FEMALE,IL,2000,1117.42,0,PhD,protective-serv,kayaking,0,-51900,2015-02-14,NC,Hillsdale,NO,2,2,NO,53190,5910,11820,35460,N
460,57,FEMALE,OH,2000,1567.37,0,JD,craft-repair,skydiving,62500,0,2015-02-15,NY,Riverwood,?,2,3,NO,58300,5830,11660,40810,Y
195,38,MALE,IL,2000,1294.93,6000000,MD,tech-support,video-games,38000,-50300,2015-02-14,WV,Springfield,YES,1,2,NO,64620,7180,0,57440,N
360,51,MALE,IL,1000,1152.12,0,PhD,armed-forces,hiking,0,-62400,2015-02-05,WV,Riverwood,NO,2,0,YES,90480,15080,15080,60320,N
300,49,FEMALE,IL,1000,1441.21,0,PhD,farming-fishing,kayaking,0,0,2015-01-04,SC,Columbus,NO,1,0,NO,7080,1180,1180,4720,N
245,42,MALE,IL,1000,1575.74,7000000,JD,exec-managerial,chess,0,-68900,2015-02-20,PA,Springfield,?,2,2,?,6490,590,1180,4720,Y
146,36,FEMALE,OH,2000,1233.96,0,Masters,other-service,golf,34500,-60600,2015-02-05,NC,Hillsdale,NO,1,1,NO,55900,5590,5590,44720,N
67,29,MALE,IL,1000,1861.43,0,High School,adm-clerical,polo,60400,-67800,2015-01-15,SC,Columbus,NO,0,3,YES,63800,6380,6380,51040,Y
380,56,MALE,OH,1000,1570.86,0,MD,farming-fishing,cross-fit,66000,0,2015-01-05,VA,Northbend,?,0,1,YES,58160,7270,7270,43620,Y
389,53,MALE,IL,2000,791.47,0,Masters,armed-forces,chess,0,0,2015-01-01,NC,Riverwood,NO,1,2,NO,6300,630,1260,4410,Y
317,46,MALE,IN,1000,1012.78,0,MD,sales,yachting,43700,0,2015-01-26,WV,Arlington,NO,2,1,NO,104610,19020,19020,66570,Y
264,44,MALE,IL,500,1047.06,6000000,College,exec-managerial,sleeping,0,0,2015-02-13,SC,Springfield,NO,0,2,NO,69850,12700,6350,50800,N
20,21,FEMALE,OH,1000,1390.29,0,Masters,priv-house-serv,polo,0,-41200,2015-01-14,PA,Northbrook,NO,0,0,?,62900,12580,6290,44030,N
116,30,MALE,IN,500,951.46,0,JD,handlers-cleaners,golf,0,-35500,2015-01-31,WV,Riverwood,NO,0,3,?,59670,6630,6630,46410,Y
222,40,MALE,IL,1000,1226.78,0,JD,armed-forces,camping,49600,-49200,2015-01-22,NY,Springfield,YES,2,0,?,81500,16300,8150,57050,N
439,56,MALE,OH,500,1280.9,0,High School,armed-forces,video-games,48900,-40900,2015-01-30,NC,Springfield,NO,2,0,?,50000,15000,5000,30000,N
66,28,MALE,IN,2000,1472.77,0,Associate,adm-clerical,exercise,0,-31700,2015-02-17,NY,Springfield,?,2,1,?,48290,8780,8780,30730,N
128,29,MALE,OH,1000,1878.44,0,High School,other-service,golf,0,-76000,2015-02-20,VA,Riverwood,NO,0,0,?,59070,5370,5370,48330,N
69,24,FEMALE,IN,500,1418.5,0,High School,armed-forces,yachting,0,0,2015-02-04,NY,Springfield,?,0,0,NO,63300,12660,6330,44310,N
294,46,MALE,IL,500,1532.8,0,College,prof-specialty,exercise,0,0,2015-02-23,SC,Northbend,NO,0,3,YES,65780,11960,11960,41860,N
19,29,MALE,OH,500,1304.35,0,JD,transport-moving,cross-fit,0,0,2015-02-08,NY,Columbus,NO,0,2,?,75400,11600,11600,52200,Y
191,33,MALE,OH,2000,1551.61,0,High School,armed-forces,movies,45000,-30400,2015-02-21,WV,Arlington,YES,1,1,NO,2250,250,250,1750,N
4,39,FEMALE,IL,1000,1326.98,6000000,High School,machine-op-inspct,reading,64200,0,2015-01-13,VA,Northbend,YES,1,3,?,54120,4510,9020,40590,N
298,49,MALE,OH,500,862.92,0,MD,machine-op-inspct,camping,0,-71700,2015-01-17,NY,Northbrook,NO,0,2,NO,69480,11580,11580,46320,N
231,43,FEMALE,IN,2000,1331.69,0,Masters,adm-clerical,reading,0,0,2015-02-18,NY,Northbend,?,1,2,NO,66950,10300,10300,46350,N
338,47,FEMALE,OH,2000,1486.04,0,Associate,armed-forces,board-games,0,-56200,2015-01-14,OH,Northbrook,NO,2,3,?,64100,12820,6410,44870,Y
261,46,MALE,IN,1000,870.55,0,PhD,prof-specialty,camping,0,-49400,2015-01-27,SC,Springfield,?,0,3,?,80280,13380,13380,53520,N
321,44,MALE,IL,2000,1344.56,6000000,Associate,machine-op-inspct,hiking,0,-39100,2015-02-12,NY,Northbend,?,1,2,NO,4680,520,0,4160,N
0,32,MALE,OH,1000,1377.04,0,College,tech-support,base-jumping,61400,-41100,2015-01-17,NY,Springfield,?,1,1,NO,39720,6620,6620,26480,N
405,58,MALE,IL,500,1237.88,0,MD,exec-managerial,exercise,0,-46900,2015-01-13,NY,Arlington,?,0,0,?,63580,5780,5780,52020,Y
304,49,FEMALE,IN,1000,1525.86,0,PhD,craft-repair,camping,0,0,2015-01-21,NC,Northbend,YES,1,1,YES,73370,13340,6670,53360,N
1,29,FEMALE,OH,500,854.58,0,JD,craft-repair,paintball,52200,0,2015-01-01,SC,Northbrook,?,2,3,YES,86790,7890,23670,55230,N
26,39,MALE,IN,1000,770.76,0,Masters,tech-support,sleeping,0,-53700,2015-02-18,WV,Columbus,NO,0,2,?,49800,9960,4980,34860,N
202,38,FEMALE,IL,2000,1132.74,0,Associate,armed-forces,exercise,0,-37500,2015-02-04,WV,Hillsdale,YES,1,1,NO,77440,7040,14080,56320,N
289,48,FEMALE,IL,500,1173.37,8000000,PhD,handlers-cleaners,board-games,0,-42700,2015-01-09,SC,Springfield,?,1,0,?,42900,8580,0,34320,N
61,26,FEMALE,OH,2000,1188.28,6000000,JD,farming-fishing,skydiving,0,-53800,2015-02-14,VA,Hillsdale,YES,1,0,NO,53820,11960,5980,35880,Y
334,46,MALE,IL,1000,876.88,6000000,MD,sales,reading,0,0,2015-01-03,WV,Hillsdale,NO,2,1,NO,57330,12740,6370,38220,N
12,24,FEMALE,IL,1000,1143.95,0,PhD,tech-support,paintball,51400,0,2015-02-04,NY,Riverwood,NO,2,1,?,53370,5930,5930,41510,N
86,29,MALE,IL,2000,1409.06,0,High School,prof-specialty,yachting,74200,-68100,2015-01-30,NY,Northbrook,NO,2,2,YES,62920,9680,14520,38720,N
83,24,FEMALE,IN,1000,1070.63,0,High School,machine-op-inspct,board-games,0,0,2015-02-20,NY,Arlington,?,0,1,NO,61600,6160,12320,43120,N
126,30,MALE,IL,2000,916.13,0,College,sales,golf,55300,-58400,2015-01-07,NY,Northbend,YES,2,0,NO,74160,6180,12360,55620,N
209,38,MALE,OH,500,1191.5,0,High School,priv-house-serv,reading,38600,-52900,2015-01-31,WV,Arlington,NO,2,0,?,80100,8900,8900,62300,N
283,48,FEMALE,OH,1000,1474.66,0,JD,sales,paintball,0,-46200,2015-02-17,NY,Hillsdale,?,2,3,NO,6560,820,820,4920,N
194,34,MALE,IL,1000,1193.45,0,JD,other-service,hiking,0,0,2015-01-24,WV,Northbend,?,2,1,YES,58800,11760,5880,41160,N
184,38,FEMALE,IL,1000,1437.53,0,College,transport-moving,chess,0,0,2015-02-02,PA,Northbrook,?,0,2,NO,53730,11940,5970,35820,Y
