Age,Agency_Code,Type,Commision,Channel,Duration,Sales,Destination,Claimed,Product_Name,Claimed_Amount
33,EPX,Travel Agency,0,Online,42,20,ASIA,No,Customised Plan,0
53,CWT,Travel Agency,10.5,Offline,47,30,ASIA,No,Customised Plan,0
27,C2B,Airlines,15.88,Online,40,63.5,ASIA,Yes,Silver Plan,5041
36,EPX,Travel Agency,0,Online,23,24,ASIA,No,Customised Plan,0
28,EPX,Travel Agency,0,Online,20,40,ASIA,Yes,Customised Plan,4051
37,C2B,Airlines,40.25,Online,365,161,ASIA,Yes,Silver Plan,5135
24,C2B,Airlines,54,Online,368,216,ASIA,Yes,Silver Plan,5485
24,CWT,Travel Agency,124.74,Online,80,0,Americas,No,Customised Plan,0
36,JZI,Airlines,25.55,Online,16,73,Americas,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,5,21,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,99,32,Americas,No,Customised Plan,0
25,CWT,Travel Agency,9.57,Offline,4,29,ASIA,Yes,Customised Plan,4120
36,EPX,Travel Agency,0,Online,39,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,15,13,ASIA,No,Cancellation Plan,0
43,EPX,Travel Agency,0,Online,15,56,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,37,112,EUROPE,Yes,Customised Plan,4097
30,EPX,Travel Agency,0,Online,37,15,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,40,26,ASIA,Yes,Customised Plan,4173
36,EPX,Travel Agency,0,Online,13,37,ASIA,No,Customised Plan,0
53,EPX,Travel Agency,0,Online,2,10,ASIA,No,Cancellation Plan,0
31,C2B,Airlines,15.88,Online,43,63.5,ASIA,Yes,Silver Plan,5435
36,EPX,Travel Agency,0,Online,15,41,ASIA,No,Customised Plan,0
41,CWT,Travel Agency,35.64,Online,34,183,Americas,No,Customised Plan,0
36,C2B,Airlines,28.25,Online,18,113,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,49,34,ASIA,No,Customised Plan,0
47,CWT,Travel Agency,29.7,Online,21,49.5,Americas,Yes,Customised Plan,4279
39,C2B,Airlines,6.3,Online,3,25.2,ASIA,Yes,Bronze Plan,4798
26,C2B,Airlines,64.8,Online,365,259.2,ASIA,Yes,Silver Plan,5053
52,EPX,Travel Agency,0,Online,13,10,ASIA,No,Cancellation Plan,0
34,C2B,Airlines,4,Online,11,16,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,32,40,Americas,No,Cancellation Plan,0
35,CWT,Travel Agency,23.76,Online,12,188,ASIA,Yes,Customised Plan,4197
46,CWT,Travel Agency,41.58,Online,391,69.3,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,118,187,EUROPE,No,Customised Plan,0
32,C2B,Airlines,4,Online,5,16,ASIA,No,Bronze Plan,0
56,C2B,Airlines,14.38,Online,9,57.5,ASIA,No,Gold Plan,0
36,EPX,Travel Agency,0,Online,11,20,ASIA,No,Customised Plan,0
31,CWT,Travel Agency,11.88,Online,23,19.8,EUROPE,No,Customised Plan,0
22,C2B,Airlines,63.21,Online,366,252.85,ASIA,Yes,Silver Plan,5129
36,EPX,Travel Agency,0,Online,6,91,ASIA,No,Customised Plan,0
8,CWT,Travel Agency,9.57,Offline,50,29,ASIA,No,Customised Plan,0
48,C2B,Airlines,16.27,Online,187,46.49,ASIA,No,Customised Plan,0
47,JZI,Airlines,6.3,Online,4,18,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,68,20,ASIA,No,Customised Plan,0
57,C2B,Airlines,64.8,Online,396,259.2,ASIA,Yes,Silver Plan,5219
36,EPX,Travel Agency,0,Online,12,32,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,63,35,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,81,40,ASIA,No,Cancellation Plan,0
20,EPX,Travel Agency,0,Online,25,21,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,33,21,ASIA,Yes,Customised Plan,4383
48,C2B,Airlines,0.23,Online,31,0.83,ASIA,No,Customised Plan,0
50,C2B,Airlines,12.5,Online,10,50,ASIA,Yes,Silver Plan,5463
36,EPX,Travel Agency,0,Online,28,23,ASIA,No,Customised Plan,0
50,EPX,Travel Agency,0,Online,386,21,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,14,100,EUROPE,Yes,Customised Plan,4272
36,EPX,Travel Agency,0,Online,9,27,ASIA,No,Customised Plan,0
24,C2B,Airlines,12.4,Online,34,31,ASIA,No,Bronze Plan,0
37,EPX,Travel Agency,0,Online,2,10,ASIA,No,Cancellation Plan,0
31,CWT,Travel Agency,29.7,Online,7,49.5,EUROPE,No,Customised Plan,0
24,CWT,Travel Agency,17.82,Online,58,29.7,EUROPE,Yes,Customised Plan,4403
31,C2B,Airlines,4,Online,6,16,ASIA,Yes,Bronze Plan,4830
53,C2B,Airlines,9.2,Online,115,23,ASIA,No,Bronze Plan,0
61,C2B,Airlines,64.8,Online,44,259.2,ASIA,No,Silver Plan,0
25,JZI,Airlines,63.35,Online,58,181,EUROPE,No,Bronze Plan,0
57,CWT,Travel Agency,17.82,Online,8,29.7,Americas,Yes,Customised Plan,4324
28,EPX,Travel Agency,0,Online,366,34,ASIA,No,Customised Plan,0
50,CWT,Travel Agency,29.7,Online,19,49.5,Americas,No,Customised Plan,0
67,C2B,Airlines,9.75,Online,28,39,ASIA,No,Bronze Plan,0
28,EPX,Travel Agency,0,Online,90,36,ASIA,No,Cancellation Plan,0
39,JZI,Airlines,7.7,Online,11,22,ASIA,No,Bronze Plan,0
61,EPX,Travel Agency,0,Online,14,20,Americas,No,Customised Plan,0
58,EPX,Travel Agency,0,Online,43,112,Americas,Yes,Customised Plan,4235
26,CWT,Travel Agency,29.7,Online,7,49.5,ASIA,No,Customised Plan,0
54,EPX,Travel Agency,0,Online,1,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,10,26,ASIA,No,Cancellation Plan,0
21,EPX,Travel Agency,0,Online,70,51,ASIA,Yes,Customised Plan,4315
36,EPX,Travel Agency,0,Online,40,37,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,53,86,EUROPE,No,Customised Plan,0
39,C2B,Airlines,6.75,Online,9,27,ASIA,No,Bronze Plan,0
28,C2B,Airlines,9.25,Online,8,37,ASIA,Yes,Silver Plan,5426
44,C2B,Airlines,11.88,Online,8,47.5,ASIA,Yes,Silver Plan,5348
34,C2B,Airlines,54,Online,382,216,ASIA,Yes,Silver Plan,5398
36,EPX,Travel Agency,0,Online,13,22,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,3,45,ASIA,No,Customised Plan,0
36,C2B,Airlines,4,Online,19,16,ASIA,No,Bronze Plan,0
34,CWT,Travel Agency,166.53,Online,364,256.2,Americas,No,Gold Plan,0
67,JZI,Airlines,6.3,Online,44,18,ASIA,Yes,Bronze Plan,4543
32,EPX,Travel Agency,0,Online,50,22,ASIA,No,Cancellation Plan,0
62,C2B,Airlines,10.13,Online,17,40.5,ASIA,No,Silver Plan,0
29,CWT,Travel Agency,17.82,Online,39,0,EUROPE,No,Customised Plan,0
41,CWT,Travel Agency,89.1,Online,61,148.5,EUROPE,No,Customised Plan,0
46,C2B,Airlines,63.21,Online,375,252.85,ASIA,Yes,Silver Plan,5049
26,JZI,Airlines,12.25,Online,103,35,ASIA,No,Bronze Plan,0
35,EPX,Travel Agency,0,Online,3,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,27,48,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,60,13,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,107,94,ASIA,No,Customised Plan,0
35,CWT,Travel Agency,59.4,Online,10,99,EUROPE,Yes,Customised Plan,4365
36,EPX,Travel Agency,0,Online,19,25,ASIA,No,Cancellation Plan,0
48,CWT,Travel Agency,41.58,Online,23,69.3,EUROPE,No,Customised Plan,0
31,CWT,Travel Agency,29.7,Online,10,49.5,ASIA,Yes,Customised Plan,4332
36,EPX,Travel Agency,0,Online,8,49,ASIA,No,Customised Plan,0
50,C2B,Airlines,21.5,Online,27,86,ASIA,Yes,Bronze Plan,4924
30,C2B,Airlines,9.75,Online,9,39,ASIA,Yes,Silver Plan,5339
30,C2B,Airlines,40.25,Online,365,161,ASIA,Yes,Silver Plan,5295
24,C2B,Airlines,4.25,Online,9,17,ASIA,Yes,Bronze Plan,4603
44,C2B,Airlines,4.39,Online,10,198,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,8,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,388,20,ASIA,Yes,Customised Plan,4190
36,EPX,Travel Agency,0,Online,25,28,ASIA,No,Customised Plan,0
47,CWT,Travel Agency,53.46,Online,23,89.1,ASIA,No,Customised Plan,0
35,C2B,Airlines,4.25,Online,19,17,ASIA,Yes,Bronze Plan,4903
37,JZI,Airlines,10.5,Online,11,30,ASIA,No,Bronze Plan,0
24,EPX,Travel Agency,0,Online,43,40,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,49,11,ASIA,No,Cancellation Plan,0
26,C2B,Airlines,3.38,Online,6,13.5,ASIA,Yes,Bronze Plan,4631
36,EPX,Travel Agency,0,Online,2,21,ASIA,No,Cancellation Plan,0
61,C2B,Airlines,22.13,Online,74,88.5,ASIA,Yes,Silver Plan,5332
36,EPX,Travel Agency,0,Online,22,20,ASIA,No,Customised Plan,0
30,EPX,Travel Agency,0,Online,38,10,ASIA,No,Cancellation Plan,0
30,CWT,Travel Agency,11.88,Online,2,19.8,Americas,No,Customised Plan,0
48,C2B,Airlines,1.22,Online,24,4.36,ASIA,No,Customised Plan,0
29,EPX,Travel Agency,0,Online,12,25,ASIA,No,Customised Plan,0
37,CWT,Travel Agency,23.76,Online,42,39.6,Americas,No,Customised Plan,0
44,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,11,27,ASIA,No,Customised Plan,0
28,C2B,Airlines,18,Online,108,72,ASIA,Yes,Silver Plan,5034
52,C2B,Airlines,4.25,Online,11,17,ASIA,Yes,Bronze Plan,4695
36,EPX,Travel Agency,0,Online,215,60,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,12,31,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,15.5,Online,36,62,ASIA,Yes,Bronze Plan,4985
60,CWT,Travel Agency,10.5,Offline,14,30,ASIA,No,Customised Plan,0
48,C2B,Airlines,1.03,Online,105,3.68,ASIA,Yes,Customised Plan,4154
36,EPX,Travel Agency,0,Online,60,22,ASIA,No,Cancellation Plan,0
74,C2B,Airlines,41.44,Online,82,165.75,ASIA,No,Bronze Plan,0
33,JZI,Airlines,7.7,Online,4,22,ASIA,No,Bronze Plan,0
35,EPX,Travel Agency,0,Online,19,69,ASIA,No,Customised Plan,0
43,EPX,Travel Agency,0,Online,147,80,Americas,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,9,0,ASIA,No,Customised Plan,0
43,EPX,Travel Agency,0,Online,5,17,ASIA,No,Cancellation Plan,0
29,CWT,Travel Agency,53.46,Online,28,0,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,27,40,ASIA,No,Cancellation Plan,0
21,EPX,Travel Agency,0,Online,11,14,ASIA,No,Cancellation Plan,0
50,JZI,Airlines,12.25,Online,25,35,ASIA,Yes,Bronze Plan,4908
31,CWT,Travel Agency,41.58,Online,34,0,ASIA,No,Customised Plan,0
30,C2B,Airlines,48.3,Online,364,193.2,ASIA,Yes,Silver Plan,5301
36,EPX,Travel Agency,0,Online,82,26,ASIA,No,Cancellation Plan,0
67,JZI,Airlines,9.1,Online,19,26,ASIA,No,Bronze Plan,0
47,JZI,Airlines,9.1,Online,78,26,ASIA,No,Bronze Plan,0
41,C2B,Airlines,63.21,Online,368,252.85,ASIA,Yes,Silver Plan,5432
36,EPX,Travel Agency,0,Online,21,46,ASIA,No,Customised Plan,0
25,C2B,Airlines,25.13,Online,51,100.5,ASIA,Yes,Silver Plan,5304
36,EPX,Travel Agency,0,Online,14,18,ASIA,No,Cancellation Plan,0
48,CWT,Travel Agency,14.44,Online,21,38,ASIA,Yes,Gold Plan,5680
37,CWT,Travel Agency,29.7,Online,6,49.5,Americas,No,Customised Plan,0
16,C2B,Airlines,54,Online,373,216,ASIA,Yes,Silver Plan,5189
26,C2B,Airlines,6.75,Online,10,27,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,13,56,ASIA,No,Cancellation Plan,0
47,JZI,Airlines,11.55,Online,8,33,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,24,23,Americas,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,11,44,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,8,22,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,87,22,ASIA,No,Cancellation Plan,0
41,C2B,Airlines,24.86,Online,235,99.45,ASIA,Yes,Gold Plan,5721
36,EPX,Travel Agency,0,Online,99,160,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,39,43,ASIA,Yes,Customised Plan,4150
36,EPX,Travel Agency,0,Online,13,21,ASIA,No,Customised Plan,0
42,C2B,Airlines,21,Online,11,84,ASIA,No,Silver Plan,0
48,CWT,Travel Agency,28.5,Online,10,75,EUROPE,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,43,66,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,15,29,ASIA,No,Customised Plan,0
22,EPX,Travel Agency,0,Online,36,10,ASIA,No,Cancellation Plan,0
29,C2B,Airlines,5.63,Online,15,22.5,ASIA,Yes,Silver Plan,5316
37,C2B,Airlines,8.38,Online,16,33.5,ASIA,No,Silver Plan,0
51,C2B,Airlines,54,Online,366,216,ASIA,Yes,Silver Plan,5117
74,JZI,Airlines,7.7,Online,35,22,ASIA,No,Bronze Plan,0
35,EPX,Travel Agency,0,Online,37,20,ASIA,No,Customised Plan,0
49,C2B,Airlines,63.21,Online,365,252.85,ASIA,Yes,Silver Plan,5257
48,C2B,Airlines,0.54,Online,21,1.93,ASIA,No,Customised Plan,0
35,EPX,Travel Agency,0,Online,11,50,ASIA,No,Cancellation Plan,0
35,EPX,Travel Agency,0,Online,17,61,ASIA,No,Customised Plan,0
31,CWT,Travel Agency,29.7,Online,125,49.5,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,9,20,ASIA,No,Customised Plan,0
30,C2B,Airlines,8.63,Online,18,34.5,ASIA,Yes,Bronze Plan,4861
29,EPX,Travel Agency,0,Online,61,11,ASIA,No,Cancellation Plan,0
27,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
48,C2B,Airlines,21.85,Online,23,62.43,ASIA,No,Customised Plan,0
31,EPX,Travel Agency,0,Online,60,10,ASIA,No,Cancellation Plan,0
45,CWT,Travel Agency,47.52,Online,64,79.2,Americas,No,Customised Plan,0
37,JZI,Airlines,6.3,Online,4,18,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,73,16,ASIA,Yes,Cancellation Plan,3971
36,EPX,Travel Agency,0,Online,7,11,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,7,21,ASIA,No,Customised Plan,0
39,EPX,Travel Agency,0,Online,17,80,Americas,No,Cancellation Plan,0
26,CWT,Travel Agency,17.82,Online,9,29.7,ASIA,Yes,Customised Plan,4486
45,CWT,Travel Agency,5.94,Online,141,9.9,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,25,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,27,73,EUROPE,No,Customised Plan,0
27,C2B,Airlines,18.6,Online,14,74.4,ASIA,Yes,Silver Plan,5130
37,C2B,Airlines,6.75,Online,2,27,ASIA,Yes,Bronze Plan,4805
47,C2B,Airlines,6,Online,9,15,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,20,20,ASIA,No,Customised Plan,0
48,C2B,Airlines,7.67,Online,50,21.92,ASIA,No,Customised Plan,0
30,C2B,Airlines,18,Online,23,72,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,60,25,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,8.63,Online,36,34.5,ASIA,Yes,Bronze Plan,4540
36,EPX,Travel Agency,0,Online,50,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,3,20,ASIA,No,Customised Plan,0
48,C2B,Airlines,8.38,Online,57,33.5,ASIA,No,Bronze Plan,0
43,CWT,Travel Agency,35.64,Online,23,59.4,Americas,No,Customised Plan,0
31,CWT,Travel Agency,17.82,Online,24,0,ASIA,No,Customised Plan,0
27,C2B,Airlines,54,Online,365,216,ASIA,No,Silver Plan,0
35,CWT,Travel Agency,11.02,Offline,2,29,ASIA,Yes,Gold Plan,5851
58,EPX,Travel Agency,0,Online,78,17,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,14,68,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,13,10,ASIA,No,Cancellation Plan,0
27,EPX,Travel Agency,0,Online,47,20,ASIA,Yes,Customised Plan,4354
36,EPX,Travel Agency,0,Online,8,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,14,11,ASIA,No,Cancellation Plan,0
55,EPX,Travel Agency,0,Offline,17,68,Americas,Yes,Customised Plan,4376
53,EPX,Travel Agency,0,Online,5,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,9,79,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,123,14,ASIA,No,Cancellation Plan,0
35,EPX,Travel Agency,0,Online,32,12,ASIA,Yes,Cancellation Plan,3956
46,CWT,Travel Agency,19.14,Offline,113,58,ASIA,No,Gold Plan,0
47,JZI,Airlines,6.3,Online,19,18,ASIA,No,Bronze Plan,0
41,C2B,Airlines,54,Online,395,216,ASIA,No,Silver Plan,0
29,EPX,Travel Agency,0,Online,72,10,Americas,No,Cancellation Plan,0
48,C2B,Airlines,0.14,Online,0,0.51,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,5,182,ASIA,No,Cancellation Plan,0
71,C2B,Airlines,18,Online,19,72,ASIA,Yes,Bronze Plan,4680
36,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
24,C2B,Airlines,14.13,Online,28,56.5,ASIA,Yes,Bronze Plan,4857
38,C2B,Airlines,72.94,Online,383,291.75,ASIA,Yes,Silver Plan,5159
59,C2B,Airlines,13.2,Online,16,52.8,ASIA,No,Gold Plan,0
37,CWT,Travel Agency,17.82,Online,17,29.7,ASIA,Yes,Customised Plan,4137
36,CWT,Travel Agency,47.52,Online,38,79.2,Americas,No,Customised Plan,0
59,EPX,Travel Agency,0,Online,10,36,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,3,34,ASIA,Yes,Cancellation Plan,3643
51,JZI,Airlines,7.7,Online,14,22,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,13,0,ASIA,No,Customised Plan,0
29,JZI,Airlines,7.7,Online,14,22,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,232,53,ASIA,Yes,Customised Plan,4185
35,C2B,Airlines,19.07,Online,13,76.3,ASIA,Yes,Silver Plan,5243
49,CWT,Travel Agency,23.76,Online,58,39.6,ASIA,No,Customised Plan,0
48,C2B,Airlines,14.16,Online,102,40.46,ASIA,No,Customised Plan,0
48,C2B,Airlines,0.5,Online,9,60,ASIA,No,Customised Plan,0
23,EPX,Travel Agency,0,Online,23,10,ASIA,No,Cancellation Plan,0
64,CWT,Travel Agency,124.74,Online,58,207.9,Americas,No,Customised Plan,0
25,JZI,Airlines,7.7,Online,78,22,ASIA,No,Bronze Plan,0
67,CWT,Travel Agency,65.34,Online,135,108.9,Americas,No,Customised Plan,0
29,C2B,Airlines,11.88,Online,41,47.5,ASIA,Yes,Silver Plan,5383
41,C2B,Airlines,6,Online,7,15,ASIA,No,Bronze Plan,0
45,C2B,Airlines,63.21,Online,366,252.85,ASIA,Yes,Silver Plan,5378
30,EPX,Travel Agency,0,Online,38,13,ASIA,Yes,Cancellation Plan,3817
74,C2B,Airlines,28.13,Online,33,112.5,ASIA,Yes,Silver Plan,5460
36,EPX,Travel Agency,0,Online,57,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,39,112,Americas,No,Customised Plan,0
43,C2B,Airlines,18,Online,38,72,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,13,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,33,20,ASIA,No,Customised Plan,0
33,CWT,Travel Agency,89.1,Online,68,148.5,EUROPE,Yes,Customised Plan,4073
60,CWT,Travel Agency,17.82,Online,21,0,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,29,44,ASIA,No,Cancellation Plan,0
42,EPX,Travel Agency,0,Online,24,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,45,22,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,105,43,ASIA,Yes,Customised Plan,4184
32,JZI,Airlines,7.7,Online,7,22,ASIA,No,Bronze Plan,0
83,C2B,Airlines,17.38,Online,21,69.5,ASIA,Yes,Gold Plan,5899
26,C2B,Airlines,46.96,Online,365,187.85,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,18,10,ASIA,No,Cancellation Plan,0
29,EPX,Travel Agency,0,Online,45,29,ASIA,Yes,Customised Plan,4498
63,EPX,Travel Agency,0,Online,189,94,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,16,10,ASIA,No,Cancellation Plan,0
48,CWT,Travel Agency,36.1,Online,68,95,EUROPE,Yes,Bronze Plan,4965
19,C2B,Airlines,6,Online,32,15,ASIA,No,Bronze Plan,0
32,C2B,Airlines,99.9,Online,365,399.6,ASIA,Yes,Gold Plan,5981
35,CWT,Travel Agency,17.82,Online,22,29.7,EUROPE,Yes,Customised Plan,4204
36,EPX,Travel Agency,0,Online,18,14,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,4,20,ASIA,No,Customised Plan,0
48,C2B,Airlines,0.25,Online,11,0.88,ASIA,No,Customised Plan,0
36,CWT,Travel Agency,106.92,Online,32,178.2,Americas,Yes,Customised Plan,4137
34,C2B,Airlines,4,Online,35,16,ASIA,Yes,Bronze Plan,4501
23,C2B,Airlines,44.69,Online,62,178.75,ASIA,Yes,Gold Plan,5699
26,CWT,Travel Agency,9.57,Offline,12,29,ASIA,No,Customised Plan,0
35,EPX,Travel Agency,0,Online,34,21,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,67,60,ASIA,No,Customised Plan,0
59,C2B,Airlines,48.3,Online,398,193.2,ASIA,Yes,Silver Plan,5068
36,EPX,Travel Agency,0,Online,103,20,ASIA,No,Customised Plan,0
25,JZI,Airlines,9.1,Online,369,26,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,27,10,ASIA,No,Cancellation Plan,0
26,EPX,Travel Agency,0,Online,4,14,ASIA,No,Cancellation Plan,0
52,C2B,Airlines,5.25,Online,29,21,ASIA,No,Bronze Plan,0
21,EPX,Travel Agency,0,Online,13,10,ASIA,No,Cancellation Plan,0
44,JZI,Airlines,7.7,Online,70,22,ASIA,No,Bronze Plan,0
27,EPX,Travel Agency,0,Online,15,10,ASIA,No,Cancellation Plan,0
33,C2B,Airlines,10,Online,36,40,ASIA,Yes,Bronze Plan,4757
31,EPX,Travel Agency,0,Online,6,24,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,66,50,ASIA,Yes,Customised Plan,4488
36,EPX,Travel Agency,0,Online,25,39,ASIA,Yes,Customised Plan,4436
24,C2B,Airlines,23.75,Online,46,95,ASIA,Yes,Silver Plan,5051
32,EPX,Travel Agency,0,Online,9,51,ASIA,No,Customised Plan,0
31,CWT,Travel Agency,53.46,Online,61,89.1,EUROPE,No,Customised Plan,0
29,CWT,Travel Agency,65.34,Online,59,108.9,Americas,No,Customised Plan,0
35,EPX,Travel Agency,0,Online,2,27,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,27,38,ASIA,Yes,Customised Plan,4363
36,EPX,Travel Agency,0,Online,124,57,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,49,102,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,19,10,ASIA,No,Cancellation Plan,0
70,C2B,Airlines,54,Online,365,216,ASIA,Yes,Silver Plan,5159
37,CWT,Travel Agency,41.58,Online,39,69.3,Americas,Yes,Customised Plan,4295
33,C2B,Airlines,6.75,Online,29,27,ASIA,Yes,Silver Plan,5073
30,C2B,Airlines,15.88,Online,19,63.5,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,38,41,ASIA,No,Customised Plan,0
26,C2B,Airlines,4,Online,5,16,ASIA,Yes,Bronze Plan,4568
31,CWT,Travel Agency,23.76,Online,11,39.6,Americas,No,Customised Plan,0
61,CWT,Travel Agency,166.53,Online,365,256.2,Americas,Yes,Gold Plan,5622
36,EPX,Travel Agency,0,Online,3,29,ASIA,No,Cancellation Plan,0
35,EPX,Travel Agency,0,Online,42,20,ASIA,No,Customised Plan,0
34,EPX,Travel Agency,0,Online,36,20,ASIA,No,Customised Plan,0
28,C2B,Airlines,5.53,Online,21,22.1,ASIA,Yes,Bronze Plan,4797
36,EPX,Travel Agency,0,Online,8,11,ASIA,No,Cancellation Plan,0
67,C2B,Airlines,15,Online,17,60,ASIA,Yes,Bronze Plan,4806
39,CWT,Travel Agency,77.22,Online,23,128.7,Americas,No,Customised Plan,0
31,C2B,Airlines,15.5,Online,44,62,ASIA,No,Silver Plan,0
52,CWT,Travel Agency,65.34,Online,179,108.9,EUROPE,No,Customised Plan,0
22,C2B,Airlines,5,Online,8,20,ASIA,No,Bronze Plan,0
38,C2B,Airlines,6.25,Online,24,25,ASIA,Yes,Silver Plan,5352
36,EPX,Travel Agency,0,Online,50,70,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,73,16,ASIA,No,Cancellation Plan,0
26,C2B,Airlines,54,Online,364,216,ASIA,No,Silver Plan,0
35,C2B,Airlines,54,Online,377,216,ASIA,Yes,Silver Plan,5367
36,EPX,Travel Agency,0,Online,46,43,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,8,65,ASIA,No,Customised Plan,0
36,C2B,Airlines,5.88,Online,8,23.5,ASIA,Yes,Bronze Plan,4607
31,C2B,Airlines,8.38,Online,35,33.5,ASIA,No,Bronze Plan,0
30,C2B,Airlines,5,Online,14,0,ASIA,No,Bronze Plan,0
53,EPX,Travel Agency,0,Online,177,112,Americas,Yes,Customised Plan,4122
36,EPX,Travel Agency,0,Online,21,85,EUROPE,No,Customised Plan,0
32,C2B,Airlines,8.38,Online,14,33.5,ASIA,Yes,Bronze Plan,4856
25,EPX,Travel Agency,0,Online,390,104,Americas,Yes,Customised Plan,4012
64,JZI,Airlines,6.3,Online,2,18,ASIA,No,Bronze Plan,0
31,CWT,Travel Agency,35.64,Online,11,59.4,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,108,64,ASIA,No,Cancellation Plan,0
31,CWT,Travel Agency,41.58,Online,58,69.3,EUROPE,Yes,Customised Plan,4086
35,EPX,Travel Agency,0,Online,6,15,ASIA,No,Cancellation Plan,0
